empid,firstname,lastname,gender,email,dateofbirth,ageinyears,weightinkgs,yearofjoining,ssn,phoneno,city,zip,region,userid,password,stat
880808,Marcelino,Tanner,M,marcelino.tanner@gmail.com,7/25/1962,55.05,68,2009,173-86-7648,479-283-8919,Benton,72158,South,mitanner,5$$xC7#rm5#2,Running
224527,Tony,Weiss,M,tony.weiss@aol.com,5/29/1971,46.2,72,1993,292-15-1702,209-283-2005,Garden Grove,92846,West,tsweiss,yo4/vUhEsF2-u,Stop
674436,Lenard,Cardenas,M,lenard.cardenas@yahoo.co.uk,2/6/1981,36.5,83,2008,118-98-3789,252-633-3990,Bahama,27503,South,lrcardenas,p*6t:Hg1e#u,Stop
492623,Aurora,Gray,F,aurora.gray@gmail.com,4/29/1965,52.28,43,1988,359-08-8042,505-463-3310,Santa Fe,87507,West,asgray,I}I6yG:_okWfb_,Running
589874,Manuela,Koch,F,manuela.koch@aol.com,12/13/1967,49.66,60,2009,015-94-0568,210-616-5554,Loraine,79532,South,mfkoch,s3Ki4rinP|,Running
476018,Jean,Mclean,F,jean.mclean@walmart.com,5/4/1987,30.25,42,2011,592-99-6453,503-800-6129,Chiloquin,97624,West,jkmclean,qoh3Qh*OS&,Stop
228339,Barbra,Sutton,F,barbra.sutton@ibm.com,7/1/1987,30.1,43,2012,352-08-2930,252-876-5411,Harbinger,27941,South,bnsutton,XkH%DaPZ:$<n3,Stop
239118,Deann,Mccormick,F,deann.mccormick@yahoo.co.uk,4/12/1959,58.33,60,1988,590-99-7706,215-559-6405,Craley,17312,Northeast,dgmccormick,R]VRIB[;,Stop
125780,Reba,Browning,F,reba.browning@hotmail.com,9/19/1964,52.89,47,1993,355-08-4077,229-958-4896,Kingston,30145,South,rlbrowning,i!QEo!TJ?6yR8%,Stop
431018,Rickie,Alston,M,rickie.alston@gmail.com,4/13/1990,27.31,60,2015,063-02-6842,319-330-2111,Des Moines,50392,Midwest,rjalston,jY$G<P!%,Stop
452967,Lyman,Reeves,M,lyman.reeves@yahoo.com,4/10/1990,27.32,82,2017,261-99-5615,207-961-9872,Fryeburg,4037,Northeast,ldreeves,b*#_noE^,Stop
407464,Deon,Quinn,M,deon.quinn@gmail.com,9/19/1965,51.89,89,2007,138-25-4573,210-478-8253,Anton,79313,South,djquinn,MwW{_|av,Running
871827,Israel,Mccarthy,M,israel.mccarthy@outlook.com,10/5/1972,44.84,61,2001,135-25-0215,216-481-5735,Willard,44888,Midwest,ikmccarthy,vmwSIT&Bzr]>0,Running
884068,Moises,Berger,M,moises.berger@shell.com,5/6/1964,53.26,88,2006,472-57-1193,209-999-1866,San Francisco,94141,West,mvberger,BN~+*KA],Running
131361,Jerri,Douglas,F,jerri.douglas@yahoo.com,5/3/1963,54.27,59,1994,618-87-6769,503-571-2413,Portland,97282,West,jwdouglas,b:1TrG\;MDu,Stop
259652,Bradley,Nieves,M,bradley.nieves@gmail.com,9/2/1983,33.93,74,2005,603-87-2981,423-760-7018,Oak Ridge,37831,South,bdnieves,WI{.qT^2hqe_u,Running
430932,Romeo,Foster,M,romeo.foster@shell.com,5/5/1983,34.25,70,2005,249-99-8047,307-281-9361,Hiland,82638,West,rofoster,uM&vnyVuKf$x8G3,Running
637522,Leopoldo,Mcgee,M,leopoldo.mcgee@gmail.com,10/25/1986,30.78,60,2017,062-02-1111,210-459-9807,Old Glory,79540,South,lbmcgee,QK#5.[dj@b,Running
467568,Andrea,Crawford,M,andrea.crawford@exxonmobil.com,8/23/1978,38.96,90,2009,757-12-0852,405-614-0571,Marland,74644,South,afcrawford,cXs&edME9lw]S,Running
683539,Charley,Daniel,M,charley.daniel@yahoo.com,3/8/1959,58.43,77,2014,464-99-3054,218-468-3365,Minneapolis,55404,Midwest,czdaniel,28qZ3+wHXR9?CSf,Running
417301,Carolyn,Butler,F,carolyn.butler@yahoo.com,8/2/1978,39.01,41,2006,526-99-8674,803-777-9562,Lugoff,29078,South,cqbutler,u*6\l9n\fCsto4,Running
682104,Gracie,Stanley,F,gracie.stanley@gmail.com,10/24/1974,42.79,52,2005,368-39-6485,201-788-2850,Essex Fells,7021,Northeast,gmstanley,3xs6hJ/vvPuf\,Running
544977,Jerrold,Sweet,M,jerrold.sweet@gmail.com,11/1/1991,25.76,77,2015,031-92-6851,239-425-4387,Naples,34120,South,jlsweet,pM<;S23M,Stop
928962,Joshua,Small,M,joshua.small@gmail.com,9/17/1960,56.9,57,2001,343-11-5694,205-293-0457,Mobile,36644,South,jgsmall,r}Y]A>@U&HQMu,Running
248088,Kristy,Jordan,F,kristy.jordan@hotmail.com,12/15/1989,27.64,47,2013,506-57-0225,210-315-2628,Nome,77629,South,kdjordan,CGzqLkw;b.w%,Stop
599683,Spencer,Williams,M,spencer.williams@hotmail.com,8/9/1977,39.99,73,2014,144-23-0486,479-987-0408,Des Arc,72040,South,szwilliams,cLb+ORfylRC_p<,Stop
117980,Ashley,Ochoa,F,ashley.ochoa@shell.com,8/24/1978,38.95,58,2015,226-99-3289,505-459-6399,San Acacia,87831,West,aaochoa,ZWKLX;Lj8z,Running
899405,Rocco,Wall,M,rocco.wall@gmail.com,10/2/1964,52.85,64,1994,732-28-7587,603-449-3958,Wolfeboro Falls,3896,Northeast,rpwall,0?sWT1T2QFY>eM,Running
935067,Sonny,Carey,M,sonny.carey@gmail.com,10/27/1961,55.79,84,2008,150-23-2859,308-667-7346,Maxwell,69151,Midwest,sgcarey,vpAv[JZ9%j,Stop
521604,Erich,Goodman,M,erich.goodman@gmail.com,4/3/1962,55.36,53,1986,688-24-4560,304-784-4393,Seth,25181,South,etgoodman,b8-W-CGw$EbL,Running
848091,Mack,Massey,M,mack.massey@shaw.ca,5/15/1993,24.22,86,2016,103-02-3216,210-302-1647,Pleasanton,78064,South,mqmassey,TOU$y~DI,Stop
999219,Vicky,Burgess,F,vicky.burgess@hotmail.com,4/6/1992,25.33,55,2017,511-33-6199,603-674-2032,Colebrook,3576,Northeast,vzburgess,U%I_$cd&{k,Running
209627,Willa,Hensley,F,willa.hensley@gmail.com,11/1/1965,51.77,48,2003,646-23-3771,218-328-5008,Gaylord,55334,Midwest,wqhensley,gQBlv:no7oX},Stop
642586,Reva,Morales,F,reva.morales@yahoo.com,12/27/1988,28.6,44,2011,531-71-3442,215-329-9222,Lawton,18828,Northeast,rhmorales,vuZ_Nw#gNe,Stop
651163,Ina,Cummings,F,ina.cummings@gmail.com,6/22/1993,24.12,41,2016,034-92-9215,210-961-7669,Rockdale,76567,South,ihcummings,boM#}Pjm9&,Running
425289,Kristi,Monroe,F,kristi.monroe@gmail.com,3/26/1972,45.37,40,2006,695-16-4776,212-734-5344,Swan Lake,12783,Northeast,kmmonroe,gm3ynY[By,Running
314444,Danial,Carpenter,M,danial.carpenter@msn.com,7/26/1986,31.03,55,2012,601-99-2184,215-719-9400,Macungie,18062,Northeast,dvcarpenter,It?$6QJc9\Ut0i,Stop
956821,Benita,Duncan,F,benita.duncan@gmail.com,11/17/1957,59.73,48,1985,724-28-0144,423-901-1808,Idlewild,38346,South,blduncan,7}AHT4YaVqKFha/,Running
711278,Dwayne,Kim,M,dwayne.kim@ibm.com,1/4/1976,41.59,55,2009,448-27-8402,405-870-4505,Waurika,73573,South,drkim,1PAa?NzX%,Running
125371,Lorrie,Rocha,F,lorrie.rocha@aol.com,1/16/1995,22.55,45,2016,678-22-7346,304-719-7057,Helen,25853,South,ldrocha,q;U.y%s+O|Yd5{|,Running
906259,Juliana,Hines,F,juliana.hines@gmail.com,12/15/1979,37.64,46,2007,580-41-4352,262-884-6814,Milwaukee,53217,Midwest,jvhines,wMsS&%/Uv]k7|H&,Stop
327429,Mac,Mcleod,M,mac.mcleod@gmail.com,2/5/1979,38.5,61,2003,320-11-0958,401-501-1565,North Kingstown,2852,Northeast,mzmcleod,V[}hyKw9GU+,Running
272413,Bryce,Bonner,M,bryce.bonner@gmail.com,2/13/1958,59.49,51,2008,348-08-7421,505-386-4693,Las Cruces,88003,West,bvbonner,Up\n[eaybw0k:f,Running
645306,Guadalupe,Holcomb,M,guadalupe.holcomb@hotmail.com,2/27/1981,36.44,78,2013,481-41-3721,316-841-2836,Talmage,67482,Midwest,guholcomb,r?a1*tt2/Gd49,Stop
180869,Jacob,Cherry,M,jacob.cherry@yahoo.co.in,10/4/1970,46.85,69,2014,083-02-8562,603-796-6037,East Kingston,3827,Northeast,jscherry,UY{l&eH!;Qtb?E,Running
222563,Jeanette,Rivera,F,jeanette.rivera@aol.com,9/3/1963,53.94,54,2002,143-23-0461,270-857-0407,De Mossville,41033,South,jerivera,0t7oeZ>xL1OM;,Stop
541221,Jefferson,Holt,M,jefferson.holt@yahoo.ca,7/17/1996,21.04,88,2017,304-37-7449,701-992-3274,Mekinock,58258,Midwest,jbholt,4FZyXCh^&{!Q8u,Stop
198476,Dillon,Dunn,M,dillon.dunn@yahoo.ca,6/18/1973,44.14,83,1999,029-92-4488,209-642-0845,Santa Cruz,95065,West,drdunn,I$Ueb{tb,Stop
664807,Bertie,Slater,F,bertie.slater@gmail.com,2/3/1994,23.5,50,2017,574-61-0132,215-850-8359,East Smethport,16730,Northeast,bqslater,5Co6VO|;Wg,Stop
673745,Hannah,Cooper,F,hannah.cooper@shaw.ca,10/4/1993,23.83,55,2015,509-33-6508,240-919-2748,Baltimore,21274,South,hzcooper,V.>~92F224v,Stop
812026,Jon,Mcneil,M,jon.mcneil@hotmail.com,3/22/1973,44.38,62,2008,215-91-9193,218-998-7784,Appleton,56208,Midwest,jamcneil,PAowi6F|xM,Stop
957459,Caitlin,Mann,F,caitlin.mann@hotmail.com,11/5/1961,55.76,48,1990,611-87-6022,225-886-1747,Hester,70743,South,cumann,me-.cBmuq[,Running
118109,Doris,Giles,F,doris.giles@aol.com,1/3/1959,58.61,48,2000,193-86-6409,308-666-7569,Sumner,68878,Midwest,dhgiles,v<Hq_v_JmsAV\,Stop
900863,Barbra,Hobbs,F,barbra.hobbs@outlook.com,5/9/1991,26.24,57,2013,491-29-5239,236-666-5502,Roanoke,24023,South,bahobbs,h*Rr7+?DJ,Running
147382,Hung,Witt,M,hung.witt@apple.com,8/6/1965,52.01,84,1998,043-15-7895,479-636-8265,Beaver,72613,South,hewitt,TAIrwZt->ng|,Stop
456816,Adele,Scott,F,adele.scott@yahoo.com,8/29/1980,36.94,49,2012,405-73-5476,207-661-8706,Porter,4068,Northeast,ayscott,ub|:\1cB,Stop
437096,Stella,Guy,F,stella.guy@btinternet.com,10/13/1979,37.82,50,2016,536-71-1774,210-990-9956,Dallas,75264,South,shguy,UDU{7^bDKU?htu,Running
159397,Clement,Lancaster,M,clement.lancaster@charter.net,8/13/1971,45.99,75,2005,180-86-6071,406-298-8084,Billings,59101,West,cblancaster,ATXmr+Rs7YHu,Running
169739,Rosetta,Decker,F,rosetta.decker@bp.com,4/3/1993,24.33,49,2016,583-99-8323,252-964-7255,Morganton,28680,South,rjdecker,Ux402GGZL]M}!^,Running
995863,Caleb,Poole,M,caleb.poole@hotmail.com,4/19/1972,45.3,58,2004,466-99-5783,212-282-7388,Eastport,11941,Northeast,cqpoole,N\<UQI$t,Running
779374,Dudley,Elliott,M,dudley.elliott@yahoo.com,9/8/1966,50.92,66,1996,636-31-2637,217-293-4309,Rockford,61101,Midwest,dvelliott,gA&hx7um],Running
587639,Barbara,Palmer,F,barbara.palmer@yahoo.com,6/7/1984,33.16,60,2014,677-22-6704,225-544-2407,New Orleans,70185,South,bwpalmer,wXK++CgIOg\3yw,Stop
964222,Alana,Henderson,F,alana.henderson@gmail.com,6/15/1959,58.16,47,1987,416-67-9779,701-366-9793,Erie,58029,Midwest,ashenderson,AYWTL|Q%.kA$^&,Stop
597006,Hazel,Case,F,hazel.case@aol.com,8/3/1962,55.02,43,1987,241-99-0661,228-989-5956,Thornton,39172,South,hlcase,im]L@biO*,Stop
688836,Erich,Lyons,M,erich.lyons@gmail.com,3/31/1996,21.34,87,2017,752-09-2442,303-271-1917,Morrison,80465,West,ezlyons,FG><Ut*3,Stop
498361,Elise,Zimmerman,F,elise.zimmerman@gmail.com,12/26/1977,39.61,60,2007,322-11-8121,215-954-2885,Scranton,18501,Northeast,eazimmerman,zU7yzd-8l,Running
759183,Mauro,Fernandez,M,mauro.fernandez@gmail.com,6/9/1982,35.16,89,2011,490-29-1098,423-250-3418,Memphis,38109,South,mwfernandez,c9l9[W\G8@x8t,Stop
186298,Luisa,Mcintyre,F,luisa.mcintyre@outlook.com,5/6/1963,54.27,42,1992,562-99-9605,316-947-5074,Wichita,67236,Midwest,lqmcintyre,P.M4<p|X>jUg+k%,Stop
776211,Duane,Lowery,M,duane.lowery@aol.com,12/12/1979,37.65,53,2003,004-13-6661,202-744-6568,Washington,20544,South,drlowery,u4n{I#M;/:|-d|Y,Stop
337146,Weldon,Hyde,M,weldon.hyde@gmail.com,2/18/1974,43.47,53,2006,764-29-9584,210-906-6433,San Antonio,78212,South,wchyde,T{XWAj/AY,Stop
273427,Ilene,Head,F,ilene.head@apple.com,3/6/1986,31.42,40,2007,282-15-5642,218-848-8169,Scandia,55073,Midwest,ifhead,aw5maj!IzQqFMlp,Running
329548,Phil,Montgomery,M,phil.montgomery@btinternet.com,11/13/1991,25.72,50,2017,623-85-2895,503-244-7905,Dayton,97114,West,pbmontgomery,2Fe@1&FZsm{#j%,Running
955183,Jonas,Underwood,M,jonas.underwood@exxonmobil.com,7/13/1995,22.06,59,2017,327-11-7801,479-958-4553,Hatfield,71945,South,jlunderwood,Hk!*yr&dVNl,Stop
862947,Benita,Mcgee,F,benita.mcgee@hotmail.com,12/30/1970,46.61,58,2005,044-15-3638,405-902-2464,Nardin,74646,South,bhmcgee,VH:LdOfZy;_CMI,Running
174542,Rochelle,Guerrero,F,rochelle.guerrero@gmail.com,9/10/1992,24.9,48,2015,120-98-6307,229-820-6585,Pooler,31322,South,rrguerrero,hr{Bx8+HV6,Stop
857324,Terra,Webb,F,terra.webb@gmail.com,7/1/1973,44.1,42,2008,266-99-6589,216-696-0115,Youngstown,44599,Midwest,tzwebb,pi%7:Wh<EPh%_+,Running
678498,Buford,Zimmerman,M,buford.zimmerman@yahoo.ca,9/4/1994,22.91,87,2016,258-99-0396,210-683-4660,Myra,76253,South,byzimmerman,ZiKqpab6iI&d,Running
661971,Emanuel,Nichols,M,emanuel.nichols@hotmail.co.uk,6/5/1962,55.18,59,1999,359-08-1106,228-269-2893,Yazoo City,39194,South,exnichols,ixPU}57bP7Q,Running
537235,Cheryl,French,F,cheryl.french@aol.com,8/20/1985,31.96,47,2012,389-33-0522,203-248-3705,Monroe,6468,Northeast,cmfrench,fi4*<E.f$J,Running
712170,Theodore,Dale,M,theodore.dale@exxonmobil.com,12/17/1994,22.63,90,2017,750-20-7529,217-241-9866,Opheim,61468,Midwest,ttdale,Ji/A{I!t!_s,Stop
285184,Ginger,Palmer,F,ginger.palmer@btinternet.com,5/23/1978,39.21,60,2009,333-11-6014,505-316-8178,Valmora,87750,West,ghpalmer,TIS}P{PltOiFW7,Running
994907,Lilian,Stein,F,lilian.stein@aol.com,6/23/1996,21.11,45,2017,314-35-6095,239-558-2134,Neptune Beach,32266,South,llstein,zivh\1Rqv,Running
523887,Gilbert,Luna,M,gilbert.luna@microsoft.com,10/1/1968,48.85,61,2004,042-15-5241,216-441-7069,North Star,45350,Midwest,glluna,T.^&06|};,Running
684722,Waldo,Wright,M,waldo.wright@bp.com,1/26/1973,44.53,64,2014,103-02-8337,252-444-7824,Clayton,27527,South,wbwright,tiwtox~t-kJ,Stop
792224,Tommie,Cunningham,M,tommie.cunningham@btinternet.com,7/12/1977,40.07,69,2013,759-12-8254,303-578-8897,Alma,80420,West,tycunningham,lOaszCkb5s<q,Running
199699,George,Potts,M,george.potts@msn.com,1/13/1961,56.58,67,2006,313-35-0994,228-447-7099,Vardaman,38878,South,gwpotts,Mj_\;&uD_ss%+,Running
953997,Graham,Hutchinson,M,graham.hutchinson@microsoft.com,5/18/1985,32.22,87,2013,360-08-1956,216-832-6715,Stockdale,45683,Midwest,gfhutchinson,r_T_/L8L0n%]!,Running
149818,Ophelia,Pena,F,ophelia.pena@gmail.com,1/11/1986,31.56,43,2016,144-23-2416,229-494-7152,Kingsland,31548,South,ozpena,LcvCCDt}:W58\,Stop
352882,Lon,Harper,M,lon.harper@aol.com,4/24/1994,23.28,78,2016,655-36-7746,316-912-3105,Shawnee Mission,66201,Midwest,lpharper,Rd9Kee@jTzB.a,Running
760995,Irvin,Witt,M,irvin.witt@gmail.com,1/25/1993,24.52,60,2014,244-99-1471,479-538-7205,Dierks,71833,South,ivwitt,44YT_?_J-,Stop
873626,Sheri,Spears,F,sheri.spears@yahoo.com,1/7/1982,35.58,43,2007,431-99-1687,304-279-5182,Gallagher,25083,South,saspears,2uO2Rfv$a,Stop
247051,Alberta,Page,F,alberta.page@hotmail.com,2/5/1981,36.5,55,2010,210-84-8950,207-407-3515,Levant,4456,Northeast,aapage,jFA{+~Z.[,Stop
715045,Kerri,Santos,F,kerri.santos@yahoo.com,11/10/1982,34.74,45,2017,412-99-7151,479-892-9591,College Station,72053,South,kqsantos,nd;F~z3U\0G1p>z,Running
601808,Olin,Case,M,olin.case@hotmail.com,6/6/1991,26.16,78,2015,267-99-1476,308-857-4365,Carleton,68326,Midwest,oncase,Hg:mGE<{:E,Running
569286,Stefan,Jacobs,M,stefan.jacobs@cox.net,9/26/1983,33.86,58,2008,179-86-9985,236-864-7510,Fredericksburg,22402,South,sljacobs,iLS[@cGY+-nD2nX,Running
172440,Cody,Allison,M,cody.allison@gmail.com,12/23/1988,28.61,73,2017,312-35-7906,209-221-5075,Pasadena,91051,West,challison,CH_;sWI#:j8p4I,Stop
568435,Bonnie,Baker,F,bonnie.baker@bp.com,8/3/1985,32.01,59,2008,064-02-6162,262-696-9171,Mukwonago,53149,Midwest,bkbaker,a?Co:/r;nu_wTQ,Stop
597409,Luke,Turner,M,luke.turner@charter.net,2/12/1987,30.48,84,2010,056-02-8240,231-629-0498,Freeport,49325,Midwest,lsturner,7n5@64VC7|,Running
359608,Eva,Holman,F,eva.holman@hotmail.com,9/26/1957,59.88,50,2001,343-11-1935,209-912-6705,Turlock,95381,West,esholman,DG<<<e}*WgD<U,Running
803426,Maritza,Christian,F,maritza.christian@microsoft.com,5/19/1987,30.21,48,2012,336-11-5030,203-224-9056,Stamford,6910,Northeast,mhchristian,Krs@#TnM,Running
669618,Phyllis,Dudley,F,phyllis.dudley@yahoo.co.in,11/2/1957,59.78,56,1980,101-02-6501,405-970-2341,Meno,73760,South,phdudley,h6wt@400%&Uu,Running
